prompt,validation_response,generated_response
"Task: Convert verbose patient questions into short medical questions.

Input: Hi Team, I am writing mail because of my father (age 60) have experienced a loss of speaking volume (loss speaking sound) for the last couple of months. We consult two Doctors and they said to speak with low voice. Please let me advice what can we do to resolve the problem. Regards, [NAME]
Output:",What are the treatments for loss of voice?,"Here is a concise version of the patient's query:

What can be done to improve my father's speaking volume after losing it for months?"
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - general information I have tarlov cyst disease but most 11 are in thoracic of spine I had one at S2 drained in 09 I have noticed there are several names for the cyst and not much on location of mine. Have become painful any time I must use arms in motion many does don't have clue if I show up at er. I have Fibromyalgia and Cfs but indecision to not take pain meds has limited my function when cyst become symptomatic I hear non operable Dr geranium is Dr but rarely get help on pain or referrel
Output:",What are tarlov cysts of the spine and how are they treated?,"What are the effects of tarlov cysts on thoracic spine function, especially with arm movement?"
"Task: Convert verbose patient questions into short medical questions.

Input: hepatitus A blood test. how long does it take for the lab to determine the result
Output:",How long does it take to get a hepatitus A blood test result?,What is the lab turnaround time for a hepatitis A blood test?
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - specific study I have had epilepsy for 26 years and my seizures have never been under control. I started the Modified Atkins Diet a couple of weeks ago, but I am having serious issues and hope you might have an answer. My seizures have tripled in these 2 weeks than what have been in years. Does this diet take a lot of time for this not to happen? or Does this diet not work for everyone? Please help me.
Output:",What is the success rate of the modified Atkins diet for epilepsy?,"Here is the concise version:

Is the Modified Atkins Diet effective in controlling seizures after 26 years of uncontrolled epilepsy?"
"Task: Convert verbose patient questions into short medical questions.

Input: treatment options versus migraine types Migraine seems to be a spectrum of conditions rather than only one easily diagnosed affliction. Many innovative migraine treatments are now in use, but it seems that each treatment only addresses a narrow set of conditions; for example, my daughter has tried many different treatment options (QEEG, HEG, TMS, topamax, ...) without success. Has any research been done to characterize which treatment types are effective against which migraine types?
Output:",Has any research been done to characterize which treatment types are effective against which migraine types?,"Here's a concise question:

Which treatment options address which types of migraines?"
"Task: Convert verbose patient questions into short medical questions.

Input: I have hepatic liver disease. I am a white mail 55 years of age. I was a social drinker with a tendency to drink more than less. Most people I asked said I was a controlled drinker. I had bad eating habits most of the time. This disease hit me fast and hard with no worning. About 80 percent of what your information said was true. After my tips procedure I have gone from a walking skeleton of 140 pounds to now 177 pounds. About 10 pounds a month to date I am swimming up to a mile 2 or 3 tims a week. My bigest problem is Cronin body aks and pain in the joints and insomnia sometimes going 3days without sleep the drugs the Drs had me on never worked so I quit and am eating organic foods when I can and taking natural supliments. What cane I do for the pain and sleepless nights? Please help me if you can I have great insurance to get the help I need --__CONTENT_64564_PART_BOUNDARY__33243242__--
Output:",What are the treatments for pain and insomnia associated with hepatic disease?,What treatment options are available for pain and insomnia related to liver disease?
"Task: Convert verbose patient questions into short medical questions.

Input: I have Kerataconus but my insurance does not cover the cross linking procedure because it is not FDA approved. How long approximately will it take to get this approved? I also wanted to know how can I donate my self to be apart of this study?
Output:",How long will it take the FDA to approve the cross linking procedure for Keratoconus and are there any clinical trials?,What is the estimated timeline for FDA approval of cross-linking procedure for Keratoconus treatment?
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - General Complaint I HAVE CRONIC PAIN FROM SEVERE SHINGLES.THE BLISTERS ARE GONE BUT THE PAIN IS SEVERE.WHAT SHOULD I DO. I CAN' KEEP THIS PAIN
Output:",What are the treatments for shingles pain?,"Here is the summary of the patient's query in one question with 15 words or less:

What should be done about chronic pain from severe shingles that persists after blisters have gone?"
"Task: Convert verbose patient questions into short medical questions.

Input: If a 60 yo male patient has a level of cobalt or chromium over the highest acceptable level, can that possibly create blood in urine? thank you
Output:",What are the causes of blood in the urine?,What are the health risks of cobalt or chromium toxicity at high levels?
"Task: Convert verbose patient questions into short medical questions.

Input: I had a molar removed painful and not healing. swab test in tooth extraction hole revealed I have serratia marcescens. Oral surgeon ordered levaquin. Scared went to a new oral surgeon, he said since I have been on antibiotics for more than four months do not take new antibiotic. I am scared!!! Dont really have any serious symptoms. bad taste in mouth funny colored tongue. follow up with new dr this monday.Please help.
Output:",What are the treatments for serratia marcescens infection?,"Here's a concise question based on the patient's query:

""Is it safe for me to take levaquin when I've already been on antibiotics for over 4 months?"""
"Task: Convert verbose patient questions into short medical questions.

Input: vaginal yeast infection Hey, my name is [NAME]. Last night my vaginal area was itching but I didn't think to much of it. Well when I woke up this morning it started itching out of control. I don't see discharge coming from the vaginal area. Now I do use Summer's Eve vaginal spray, I don't know if it is a vaginal yeast infection or not, but how should I go about this process.
Output:",What causes vaginal itching and what are the treatments?,What are the possible causes and treatments of a vaginal yeast infection?
"Task: Convert verbose patient questions into short medical questions.

Input: Tests for Haemophilia. Hi, I was wondering if blood clotting assays are always positive if one has mild-moderate hemophilia and what the name is of the genetic tests for hemophilia? I have a history of internal spontaneous bleeding into the joints or with eating garlic or onions (in large amounts).I also hemmorhage after injuries (arm injury, head injury hemmorhage, and pregnancy birth hemmorhage--both times). I've had to have blood transfusions and shots to control the bleeding but it's usually possible to control it. I believe I may have passed this on to my son as he was determined by a doctor to be a heavy bleeder at circumcision. While on the [LOCATION]t, I was asked by a [LOCATION] if anyone had done a work-up on me for hemophilia or any clotting disorder and I said not to my knowledge. I asked if they were going to do it and she said to follow up with a primary doctor for it. She also said it could be expensive. This is why I'm asking, if I go to a medical appointment as a private-pay patient, and want to have testing done, which tests would you recommend? [NAME]
Output:","How is hemophilia diagnosed, and are there genetic tests for it?","Here's a concise version of the patient's question:

Can blood clotting assays always be positive in mild-moderate hemophilia, and what genetic tests should I request?"
"Task: Convert verbose patient questions into short medical questions.

Input: sleep apnea I was diagnosed with sleep apnea (prolly had it for 5 years) and I have swelling issues caused from that (it has been ruled out from everything else so the doctor thinks). I just got my cPap machine. I was wondering how long will it take for the swelling to go away. Thank you!
Output:",How long does swelling from sleep apnea take to heal?,"Here's a concise version of the patient's question:

How long does it take for swelling caused by sleep apnea to resolve?"
"Task: Convert verbose patient questions into short medical questions.

Input: Hi All, I am from India and really worried. I have a 6 months old baby girl. I have read the article on Lactose intolerance. She is unable to digest any formula milk or any milk products. When she was a new born, I started giving her Lactogen (a formula milk) a little bit along with my milk. She was fine with it but after 3 weeks, I switched her to another formula milk named Nan Pro 0 which is for babies upto 1 year. She started drinking that along with my breast milk. After 2 weeks, she started getting Diarrhea and a severe one where she pooped at least 15 times in one day. Therefore, I consulted the doctor and the doctor immediately asked me to put her on breast milk only. I did try that but she was hungry and crying therefore, I gave her a little bit of formula milk aswell. She was file with all the medicines. However, once the medicine stooped, she again started getting diarrhea. This continued on and off. After a while, the doctor asked me to stop the formula milk and start giving her Zerolac (soy milk) along with breast feeding. I did that and everything smoothened. However, after 2 months, I asked my doctor if we can start giving her any type of milk apart from zerolac as I was concerned about her getting calcium in her body with having milk. The doctor asked me to give her formula milk (Nan Pro 0). I did that but just after half an hour, she suddenly started vomiting which continued till she had the milk in her stomach. Once that stopped, she started getting diarrhea which continued till 3 days. She was put back on Zerolac again and breast milk. As she is now 6 months old, I thought of giving Cerelac to her but again she did not digest it and went through the same problem again. I am unable to find the right doctor here in India where I live. Please help my daughter in this situation. Please let me know the contact detail may be an email address of any doctor with whom I can discuss my case. Please help us. Thanks for all your help. Regards, [cid:
Output:",Where can I get help for my 6 months old baby girl with Lactose intolerance in India?,"Here is a concise question based on the patient's query:

Why does my 6-month-old baby girl have persistent diarrhea after trying different formulas and milk products?"
"Task: Convert verbose patient questions into short medical questions.

Input: McArdle's Disease. Is there any evidence that trauma such as a physical injury i.e., neck injury, torn ligament, etc., can worsen McArdle's disease?
Output:",Does trauma worsen McArdle disease?,"Here is the summary of the patient health query into one question of 15 words or less:

Can trauma such as neck injury worsen McArdle's disease symptoms?"
"Task: Convert verbose patient questions into short medical questions.

Input: Shoulder,back and neck paim My health care provider has done nothing for but give me shots and pain medication. What can you do to stop the pain? This has been going on 1 and half years.
Output:","What are the treatments of shoulder, back, and neck pain?","What can be done to treat persistent shoulder, back, and neck pain?"
"Task: Convert verbose patient questions into short medical questions.

Input: Information please. Hi my name is [NAME] and im currently trying to write a book about a girl with ewings sarcoma, i need more information on ewings sarcoma and chemotherapy , radiation and surgical treatments. When i finish the book , i aim to have a portion of book sales to go towards cancer research as i lost my sister to cancer.By the way i am only 15, thanks heaps
Output:","Where can I find information on Ewing's sarcoma, including treatments?","Here is a concise version of the patient's query:

What are the medical treatments for Ewing's sarcoma?"
"Task: Convert verbose patient questions into short medical questions.

Input: questions about the effect of L-Leucine. Hello,do you have any introduction about L-Leucine on the effect of treat cancer?If so,could you kindly tell me details?
Output:",Where can I find information on L-Leucine and its use in cancer treatment?,"Here is a concise version of the patient's question:

What are the effects of L-Leucine on treating cancer?"
"Task: Convert verbose patient questions into short medical questions.

Input: thalamic lacunar strokes I am interested in anything you have on this condition. I have this stroke and am aiming for knowledge. If at all possible, my thalamic lacunar stroke is yours to study.
Output:",Where can I find information on thalamic lacunar strokes?,"Here's a concise version of the patient's query:

""What are the effects and treatment options for thalamic lacunar strokes?"""
"Task: Convert verbose patient questions into short medical questions.

Input: safe cold medicine to take with Graves disease I have a runny nose and headache and have Graves. What is a safe cold medicine to take over the counter?
Output:",What cold medicines are safe to take with Graves disease?,What is a safe over-the-counter medication for a patient with Graves disease?
"Task: Convert verbose patient questions into short medical questions.

Input: phenobarbital I have been taking this medication for many years. I am 75 years old and would like to know if there is any other medication to replace phenobabiral. I am concerned that it could be toxic to me as I become older. I also take Dilantin as I have a seizure disorder due to a birth defect. Any info you could provide would be appreciated.
Output:",What are alternatives to phenobarbital?,"Here is a concise version of the patient's query:

Are there alternative medications to phenobarbital for a 75-year-old with seizure disorder?"
"Task: Convert verbose patient questions into short medical questions.

Input: Hi, I cannot find informatión about Antennatal corticoids Therapy, for lung maturation in diabetics after 34 weeks pregnancy. Can you help me.
Output:",Where can I find information on antenatal corticosteroids for lung maturation in diabetics after 34 weeks of pregnancy?,What are the benefits of antenatal corticosteroids for lung maturity in diabetic pregnancies over 34 weeks?
"Task: Convert verbose patient questions into short medical questions.

Input: Testo-XL mixed Male Libido XL I want to find out is it got any side effect if I take both medicine as above together? I'm new user, not so sure about both products if mixed together. Is it will harm my health? Please give me some advise and usage about both medicine. Thank you.
Output:",Can Testo-XL and Male Libido XL be taken together?,Are there potential side effects from taking Testo-XL and Male Libido XL together?
"Task: Convert verbose patient questions into short medical questions.

Input: Enquiry i have stone in my ureter. So can i eat eag. And what should i do for remove stone
Output:",What are the treatments for kidney stones?,"Here is the summary of the patient's health query into one question of 15 words or less:

What should I do about the stone in my ureter?"
"Task: Convert verbose patient questions into short medical questions.

Input: pls guide us. Dear sir/Madam pls guide us recently we found one of woman staying with us ,she coughing and blood coming from mouth so she went to doctor on 2012 they did blood test and sputm test ct scan also they didnt find anything ,recently she went to indonesia [LOCATION] ,they found repot was PROGRESSIVE DISEASE,ACTIVE LUNG TBINTHE RIGHT B2 AND B4 SEGMENS,THE EXUDATIVE LESIONS IS INCREASING WITH SMALL CAVITY .so what we have to do for her is this contages ,who is the pople staying with her need to do test ?pls guide me thank u my contact [CONTACT]
Output:","What are the treatments for tuberculosis, and is it contagious?","Here's a short medical question:

What is the next step for a patient with active lung TB diagnosed in Indonesia?"
"Task: Convert verbose patient questions into short medical questions.

Input: ks hi doctor my name is [NAME] m from [LOCATION] its almost a 2yrs i m not getting pregnant.. i have done few tests of my husband the sperm count is nil and i have done molecular biology karyotyping test and its a klinefelter syndrome. is dere any chance of getting pregnant? is dere any treatment for this ?please kindly help me.....if u need more details i would send u d reports( sir pls help me)
Output:",What are the treatments for low sperm count caused by klinefelter syndrome?,"Here's a concise version of the patient's query:

""Can I get pregnant with Klinefelter syndrome?"""
"Task: Convert verbose patient questions into short medical questions.

Input: I will love to try diet I need. To lose weight
Output:",Where can I get help with a weight-loss diet?,What diet plan is recommended for weight loss?
"Task: Convert verbose patient questions into short medical questions.

Input: chlameydia If My test comes back positive for this dx..is it possible that it made my face break out?
Output:",What are the symptoms of chlamydia?,"Here is the concise version:

Can chlamydia cause acne?"
"Task: Convert verbose patient questions into short medical questions.

Input: Plantar Fasiciitis Is it true that more likely than not that Plantar fasiciitis could be aggravated by a consistancy of weight bearing activities? Are there other forms of aggravation? if so will you please inform me.
Output:",What are the prevention and treatments for plantar fasciitis?,What are activities that may aggravate Plantar Fasciitis?
"Task: Convert verbose patient questions into short medical questions.

Input: pseudogout @ http://www.nlm.nih.gov/medlineplus/ency/article/000421.htm I see the statement ""There is no known way to prevent this disorder. However, treating other problems that may cause pseudogout may make the condition less severe"" which I would like to have explained, especially what those other problems are &how they may be treated. I'm especially interested in whether supplemental calcium may not be good to take.
Output:",What are the treatments for pseudogout?,What is the relationship between other underlying medical conditions and pseudogout prevention/treatment?
"Task: Convert verbose patient questions into short medical questions.

Input: ingredients I would like to know if zolmitriptan tablets and zolmitriptan orally disintegrating tablets contain any wheat, rye or barley gluten. Thank you, [NAME]
Output:","Do zolmitriptan tablets or zolmitriptan orally disintegrating tablets contain any wheat, rye or barley gluten?","Here's the summary:

Does zolmitriptan contain wheat, rye, or barley gluten?"
"Task: Convert verbose patient questions into short medical questions.

Input: wolfram syndrome. hi im a support worker for a 46 yr old autistic male.reading your info provided about wolfram syndrome ,he matches alot of the symptoms. he has just recently been diagnosed with type 1 diabetes and i was just doing some research about it and came across wolfram syundrome which like i said the symptoms match alot of this guys doings. my question that ive unfortunatley been able to figure an answer out for is can adults develope this syndrome? can it be a gradual process of events/symptoms or does it happen within the first approx.15-20 years of life? if you could get back to me with any info it would be highly appreciated because like many websites i have read not all doctors knowabout this syndrome. many thanks. [NAME]
Output:",Can adults develop Wolfram syndrome?,"Can adults develop Wolfram Syndrome, and if so, is it typically diagnosed within 15-20 years of life?"
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - general information My 4 months baby has ocular albinism. Can you please help me or suggest any medicine to cure him.
Output:",What are the treatments for ocular albinism?,"Here is a concise version of the patient's query:

What treatments are available for 4-month-old baby with ocular albinism?"
"Task: Convert verbose patient questions into short medical questions.

Input: cant use site. I want to find a doctor who specializes in burning mouth syndrome and that could be in many specialities, I cannot understand how to do this on your website.
Output:",How can I find physician(s) who specialize in burning mouth syndrome?,How do I find a doctor specializing in burning mouth syndrome?
"Task: Convert verbose patient questions into short medical questions.

Input: Transderm Scop Patch (Placement options) Am trying to find info on patch placement. Any reason it cannot be placed in another hairless site besides behind the ear? A specific reason for it's placement there? Am a PACU nurse. We often use for post op nausea but cannot for plastic surgery of face/neck. Have one source that says ok from neck to waist, upper thigh or outer upper arm. Is this indeed acceptable placement? If not, why? Thank you in advance [NAME]
Output:",Where could the transdermal scopolamine patch be applied besides behind the ear?,What alternative hairless sites can be used for Transderm Scop Patch placement besides behind the ear?
"Task: Convert verbose patient questions into short medical questions.

Input: Ochoa syndrome Where could I find more information about the rare disease, Ochoa syndrome. I think a sibling of mine might have it.
Output:",Where can I find information on ochoa syndrome?,Where can I find information about Ochoa syndrome?
"Task: Convert verbose patient questions into short medical questions.

Input: Thrush Article. Maybe I over read the article, but I saw nothing about thrush being transferred from one Person to another. Weather it can happen or can't it should be told somewhere in the article. [NAME]
Output:",How is thrush transmitted?,"Here is a concise question based on the input:

Can thrush be transmitted from one person to another?"
"Task: Convert verbose patient questions into short medical questions.

Input: Greetings: Iam [NAME], from [LOCATION]. I would like to know some of the Medications to Treat Coronary Artery Blockage. I will be grateful if you could let me know. Best Regards, [NAME]. [LOCATION]. [DATE]
Output:",What are the drug treatments for coronary artery blockage?,What medications treat coronary artery blockage?
"Task: Convert verbose patient questions into short medical questions.

Input: diabetes It was really helpful after reading about type 1 diabetes but would like some more suggestions from you .my friend is 35 year old and its been 1 year of his diabetes n his sugar level is around 100 or 120 OR SO.. each time he tests his sugar level. is there ANY COMPLICATIONS? HE ALSO GO FOR EXERCISES AND BLOOD TEST EVERY 2 OR 3 MONTHS N TAKES A PROPER DIET LIKE GREEN JUICE,OLIVE OIL AND ALL. WAITING FOR YOUR FEED BACK. THANK YOU.
Output:",What are the complications of type 1 diabetes?,"What are potential complications for a 35-year-old with type 1 diabetes, with average blood sugar levels around 100-120?"
"Task: Convert verbose patient questions into short medical questions.

Input: Janumet XR 50mg/1000mg- 1 daily Doctor prescribed for type 2 diabetes w/Metformin 500 mg 2 times daily. Pharmacy refused to fill stating overdose of Metformin. Who is right &what is maximum daily dosage of Metformin? Pharmacy is a non-public pharmacy for a major city employer plan provided for employees only.
Output:",What is the maximum dosage of metformin?,What is maximum daily dosage of Metformin?
"Task: Convert verbose patient questions into short medical questions.

Input: adema I have adema in my ankles/shins. What can I do to lesson the severity of the adema ( I take bp meds w/ diaretic) ?
Output:",What are the treatments for leg edema?,"Here is the concise question:

What can I do to reduce edema in ankles/shins despite taking blood pressure meds with diuretics?"
"Task: Convert verbose patient questions into short medical questions.

Input: The stratum corneum removed I would like to obtain a medical opinion stating the risks of removing the stratum corneum on a human foot during a pedicure. I work for the State of Michigan and we are trying to get cheese grater styled blades banded from the practice of cosmetology to protect the health, safety and welfare of Michigan citizens. If the stratum corneum needs to be removed it is believe that that should be done by a medical doctor and not at the discretion of a cosmetologist who only receives 400 hours of schooling.
Output:",What are the risks of stratum corneum removal on the foot during a pedicure?,"Here's a concise version of the patient's query:

What are the risks and recommended treatment methods for removing the stratum corneum during a pedicure?"
"Task: Convert verbose patient questions into short medical questions.

Input: Kidney transplant. My father is having trouble with the kidney he received from a donor. When he first had the transplant, things were ok. Now on the kidney is giving him trouble. Some tests came back stating that the kidnewy was damaged and the transplant still took place. What steps can we do with getting the hospital to take charge with fixing this issue? His transplant procedure was at [LOCATION] in [LOCATION].
Output:",What is the prognosis and potential complications of a kidney transplant?,What can be done to address damage to a transplanted kidney that occurred after initial successful transplant?
"Task: Convert verbose patient questions into short medical questions.

Input: high inner eye pressure above 21 possible glacoma have seen inner eye pressure increase as I have begin taking Rizatriptan. I understand the med narrows blood vessels. Can this med. cause or effect the closed or wide angle issues with the eye lense/glacoma.
Output:",Can Rizatriptan cause glaucoma?,"Here's a concise question based on the input:

Can Rizatriptan cause or exacerbate glaucoma/inner eye pressure issues?"
"Task: Convert verbose patient questions into short medical questions.

Input: grievance counseling My father passed away [DATE]. Hospice helped our family with his passing and offered us counseling which at that time our family didn't use. My brother is now interested in counseling services and I'm wondering if I can get some information on this. Thank you.
Output:",Where can I get information on grief counseling and support groups?,"Here is a concise version of the patient's query:

What are the counseling services and resources available to support family members following hospice care?"
"Task: Convert verbose patient questions into short medical questions.

Input: Please help me I have been dealing with undiagnosed issues. It started 3 years ago as nausea and dull achy pain. Doctors decided to remove my gallbladder, even though it only had scarring. Since the surgery ([DATE]) I have had a sharp, stabbing random pain in that area and around it. I also get dull, crampy pain. Finally, the surgeon ordered a CT scan because the pain is so bad. His nurse called and said everything was fine. So I went to my primary, who noticed that I have ascites on my liver. My side is slightly bloated, was not before. And I am scared because I don't know what I'm supposed to do. No one will help me and I do not want to be on pain meds my whole life. Please let me know your thoughts or guide me in the direction I need, please. I live in south carolina, i dont know why when I made my email it had the co.uk
Output:",What are the treatments for ascites?,What are possible causes of persistent abdominal pain and swelling after gallbladder removal?
"Task: Convert verbose patient questions into short medical questions.

Input: Sheehan's Syndrome I was diagnosed with sheehans syndrome almost 14 years after almost dying after the birth of my daughter. My blood level fell to 1.3 I had a partial hysterectomy following the birth. I recently had my thyroid removed after diagnosis of cancer and was told that I am post menopause, I am only 39 years old. Do you have any information regarding diagnosis and misdiagnosis. What should the medical care have done to identify the syndrome?
Output:",How is sheehan's syndrome diagnosed?,What should have been done to diagnose Sheehan's Syndrome after partial hysterectomy and subsequent thyroid removal?
"Task: Convert verbose patient questions into short medical questions.

Input: Macular Degeneration Can you tell me who can answer the Question: Is being farsighted and advantage over being near sighted when it comes to Macular Degeneration? Thanks [NAME]
Output:",Is farsightedness or nearsightedness a risk factor for macular degeneration?,"Here is a concise version of the input:

Is being farsighted better than nearsighted for Macular Degeneration?"
"Task: Convert verbose patient questions into short medical questions.

Input: NUT tumor in spine. My brother had a tumor in his cheek, which was surgically removed. He is still undergoing radiations. After dissecting the tumor, they noticed it had something to do with the chromosones. His tumor was rare. Last week they discovered very small tumors in his spine. They concluded the cancer has evolved in his bones. In [LOCATION] ([LOCATION]) they said only 2 cases of this cancer are known worldwide. They've given him 8 months!4 Months ago he was just fine. I'm looking for any information that can help him!
Output:","Where can I get information and help for ""NUT tumor"" in the spine?",What are the treatment options and prognosis for a rare chromosomal tumor in the spine?
"Task: Convert verbose patient questions into short medical questions.

Input: heritary angioedema. Injecting white bloods cells into a person with this issue...??? Help...?
Output:",What are the treatments for hereditary angioedema?,What is the safety of injecting white blood cells into someone with hereditary angioedema?
"Task: Convert verbose patient questions into short medical questions.

Input: Irritation on the gland There is a problem on my penis gland, due to using lidokaine a lot. The skin is irritating and very sensitive especially when it is wet. Also, the gland is peeling every 3 or 4 days during a week leading to very high stimulating feelings. I have undergone several treatments for skin as well as my neurotic system but with no result at all. Please help me to cure this. Some doctors said there is no treatment for me and there would be no sexual contact forever.
Output:","What are the treatments for sensitive, irritated skin on the penis?",What is the treatment for penile irritation caused by frequent lidocaine use?
"Task: Convert verbose patient questions into short medical questions.

Input: Dopa-responsive dystonia- (DYT 5) and retinitis pigmentosa Hi, Im not sure if you can help, but my wife has Dopa-responsive dystonia- (DYT 5) and retinitis pigmentosa. I was hoping to find out some information if possible. Or to see if you could put me in touch with someone that mey be better suited to this. WE are wanting to start a family and want to know how Dopa-responsive dystonia- (DYT 5) and retinitis pigmentosa may effect the child or my wife during the proccess. She is currently taking levodopa daily and would like to know if this in itself could have an effect on an unborn child. Not sure if ive come through to the right place or not, but just looking for some information or an indication of whom i may speak to,. I really look forward to hearing back from you, Regards,
Output:","What are the effects of dopa-responsive dystonia, retinitis pigmentosa and levodopa on pregnancy?",How will Dopa-responsive dystonia (DYT 5) and retinitis pigmentosa affect my wife's ability to conceive or carry a pregnancy safely?
"Task: Convert verbose patient questions into short medical questions.

Input: treatment Information Serratia marcescens Good afternoon, I would like to ask please inform me which treatment or medication should be applied when you have contracted the bacteria Serratia marcescens in a leg wound that does not heal and always with abscesses, inflammation of areas that are filled with pus, has been applied gentamicin and do not see the improvement, in addition to other antibiotics. Thanks [CONTACT]
Output:",What drugs/treatments are available for Serratia marcescens wound infections?,What is the treatment for Serratia marcescens bacterial infection in a leg wound?
"Task: Convert verbose patient questions into short medical questions.

Input: About my vagina..i hve somethng fishy smell..and daily dicharge white .but why its so bad smell..and its pain
Output:","What are the causes of vaginal odor, vaginal discharge, and vaginal pain?",What's causing the strong vaginal odor and daily discharge with associated pain?
"Task: Convert verbose patient questions into short medical questions.

Input: I would appreciate it if you can send me or email me some exercises for a person who is a stroke victim. I am unable to walk due to a arthritic knee. otherwise I am flexable.. my home address is [CONTACT], My email is [CONTACT] (mailto:[CONTACT]) Thank you, [NAME]
Output:",What are good exercises for stroke recovery in people with knee arthritis?,What exercises are suitable for a person who has had a stroke and is also experiencing arthritic knee pain?
"Task: Convert verbose patient questions into short medical questions.

Input: TMAU. Please find a way to research TMAU And how to cure it with gene therapy. I'm tired kg smelling like fish/feces And getting talked about everyday of my life.
Output:",What is the latest research on TMAU and treatments for it?,What is the treatment for Trimethylaminuria (TMAU) and can gene therapy be an option?
"Task: Convert verbose patient questions into short medical questions.

Input: erection problems I am 32 yrs. old , 5.6 ft. and 68 kg wt., married and have a son of two years. Since last few months , I experience erection related problems during intercourse. When aroused, I get normal erection but it does nt continue for long. I don’t smoke and very rarely drink. I do exercise also. I masturbate 4-5 times a week because my testicles experience pain if I don’t ejaculate after any intimacies or getting very aroused. When pain starts, if I ejaculate by masturbating, It is relieved. I do have night erections which I find generally in the mornings. Out of tension, once I tried Sildenafil tablet also for erection. Please tell me if I am suffering from any erection related problems or any other problems. Is masturbation a cause for these? Kindly guide me. I have not visited any doctor yet.
Output:",Can masturbation cause erectile dysfunction?,What is causing my recurring inability to maintain an erection during intercourse?
"Task: Convert verbose patient questions into short medical questions.

Input: know more about My Daughter have Distal renal tubular acidosis. we are from Mexico, and we ae woundering if can send to us more infomation. maybe you can reccommend to us a association???? i don?t know
Output:",Where can I find information on distal renal tubular acidosis?,"Here's a concise version of the patient's query:

What is the treatment and prognosis for Distal renal tubular acidosis in children?"
"Task: Convert verbose patient questions into short medical questions.

Input: Eye muscle surgery as a result fo a TBI cycling accident I had surgery on the muscles of two eyes as a result of a cycling accident in [LOCATION] in [DATE] 2012 resulted in hospitalized care for s Traumatic Brain Injury. My eyes were given a year to heal but some double vision occurred and my vision was off center. Recovery amazing but eyes were a problem (double vision), Surgery 10 days ago (May) getting mixed opinions on when to go back to sports; cycling, lifting small weights. Is it 2 week, 4 weeks or 8 weeks of doing nothing.
Output:",When can I resume exercising after eye muscle surgery?,"Here is a concise question based on the input:

When can I safely return to sports after eye muscle surgery?"
"Task: Convert verbose patient questions into short medical questions.

Input: after surgery of ear drum still same problem i got surgery for hole in my ear drum(hole was in my ear from 5 0r 6 ears but i did not know it but when i came to know i got surgery) but after two year surgery still i have same problem. problem in listening and continuous noise like buzzing or ringing in my right ear.so sir what should i do right now? plz sir help me. buzzing in my both has been started from last 3 year.plz help me....
Output:",What are the treatments for perforated eardrum?,What are treatments for persistent ringing/buzzing noise in ears after ear drum surgery?
"Task: Convert verbose patient questions into short medical questions.

Input: athrtics My right shoulder is getting pain and my right hand is not moving up and back freely. Doctor explained me that it is pediathratic problem. I have done some pschyotharapi treatment. Mr doctor advised me that there in no medicine and regular exercise required. What is the next stage I want to do. Please explain.
Output:",What are the treatments for shoulder pain and loss of hand movements?,What is the next step in treating my shoulder pain and limited hand mobility?
"Task: Convert verbose patient questions into short medical questions.

Input: BCG and Stage 3 Urinary Bladder Cancer. My dad begins this BCG Treatment in a few weeks for Stage 3 cancer tumors in the urinary bladder? How effective is BCG for this issue? Thank you very much. Is BCG similiar to Chemotherapy?
Output:","What is BCG treatment, and is it an effective treatment for bladder cancer?","Here is a concise version of the patient's question:

What are BCG treatment outcomes for Stage 3 Urinary Bladder Cancer?"
"Task: Convert verbose patient questions into short medical questions.

Input: Radiation Therapy I have foot drop symptoms. I think radiation cause them last year. My left foot is numb tingling and inflaming. please help and call my cell phone for more comments :[CONTACT]
Output:","What are the symptoms of foot drop, and what are the treatments for it?","Here's a concise version of the patient query:

""Is radiation therapy to blame for foot drop symptoms?"""
"Task: Convert verbose patient questions into short medical questions.

Input: MMR second dosage by mistake my daughter got the MMR vaccination at 1 year old, then she got a second dosage by mistake after two weeks froim the first one. is this dangerous to her> Is there anything I can do?
Output:",Is an extra dose of MMR vaccine harmful?,What is the risk to my daughter's health from receiving an extra MMR vaccination?
"Task: Convert verbose patient questions into short medical questions.

Input: My son five years old has Ganglisidose GM 1, we are looking for a drug that could help him, or at least could prolong life. He gets Miglusitat for 1 week. Can you help us or just send some information. We would be very grateful.
Output:","Where can I find information on GM1 gangliosidosis, including treatment and prognosis?",What medications or treatment options are available to prolong life for a child with Gangliosidose GM1?
"Task: Convert verbose patient questions into short medical questions.

Input: pulmonary tuberchlosis respected sir/madam, i takeing treatment of pulmonary tuberchlosis past two years now it is in 2nd stage. there is no change in my x-ray report they show constant figure. my sputum report is negative hiv test also negative in ultra sound show some fluid (water) but it shows constant. what shall i do for clear the remaining fluids.
Output:",What are the treatments for lung fluid retention after two years of anti-tuberculosis treatment?,What is the treatment to clear remaining fluid in pulmonary tuberculosis?
